Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee
No,105,1,0,0.4,4,211.1,99,55.0,8.84
No,119,1,0,0.0,2,109.2,96,32.0,7.66
No,78,1,0,0.0,0,220.0,95,53.0,9.0
No,92,1,0,0.27,2,181.4,98,47.7,8.23
No,146,1,1,2.73,2,180.7,82,73.3,8.69
No,125,1,1,2.54,1,96.5,109,54.4,7.29
No,88,1,0,0.0,3,183.5,93,46.0,8.53
No,83,1,1,2.84,0,107.9,90,59.4,7.02
No,3,0,0,0.26,1,161.0,96,51.6,12.25
Yes,152,0,1,1.16,1,146.8,128,61.6,14.28
No,48,1,0,0.0,3,149.2,146,40.0,8.1
No,189,1,0,0.25,3,227.8,124,56.5,8.48
No,95,1,1,2.0,0,160.3,87,65.0,10.12
Yes,129,1,0,0.23,1,137.8,120,45.3,11.29
No,66,1,1,2.3,0,141.7,87,70.0,13.42
No,80,1,1,2.51,0,196.4,115,72.1,7.52
No,1,1,0,0.0,1,175.2,74,43.0,7.59
No,84,1,0,0.0,1,146.8,133,40.0,8.59
No,96,1,0,0.0,1,173.9,111,54.0,14.37
No,123,1,1,3.56,1,305.2,80,101.6,7.83
Yes,116,0,1,3.16,3,162.3,91,83.6,13.97
No,105,0,0,0.31,3,150.0,106,54.1,14.69
No,80,1,0,0.24,1,197.5,114,54.4,10.35
No,157,1,0,0.0,2,240.2,67,54.0,7.65
No,67,1,1,3.48,2,186.2,117,91.8,14.34
No,141,1,1,3.32,0,116.9,127,77.2,13.83
No,79,1,1,3.24,1,236.7,95,95.4,13.18
No,76,1,0,0.0,0,173.2,93,41.0,6.56
No,111,1,0,0.25,0,152.2,114,40.5,6.86
No,94,1,0,0.0,0,181.3,135,47.0,9.12
Yes,143,1,0,0.0,4,167.8,72,47.0,10.55
No,109,1,0,0.0,1,175.4,125,52.0,12.54
No,138,1,0,0.28,2,87.6,112,40.8,13.35
No,73,1,0,0.0,0,203.3,45,47.0,7.1
Yes,21,1,0,0.0,5,92.6,95,30.0,8.1
No,148,1,1,2.19,1,262.9,135,79.9,7.48
No,103,1,0,0.0,1,160.8,91,41.0,7.79
No,143,1,1,2.11,1,141.8,116,60.1,8.37
No,79,1,1,1.13,2,50.6,62,37.3,10.07
No,89,1,0,0.0,1,134.9,59,37.0,7.8
No,120,1,0,0.0,1,252.1,110,63.0,11.31
No,121,1,1,2.59,1,215.5,95,83.9,12.09
No,101,1,0,0.0,0,124.8,66,44.0,12.86
No,115,1,0,0.0,2,178.7,114,54.0,13.55
No,168,1,0,0.37,2,183.2,131,50.7,8.96
No,90,1,0,0.0,1,167.5,96,41.0,6.96
No,70,1,0,0.3,3,147.1,105,46.0,10.0
No,138,1,0,0.18,1,230.1,107,59.8,10.6
No,43,1,0,0.0,0,135.8,125,37.0,8.16
No,117,1,1,2.35,2,205.7,98,70.5,6.81
No,108,1,0,0.0,2,73.8,105,25.0,7.17
No,118,1,0,0.0,2,189.3,119,53.0,11.68
No,169,1,0,0.0,3,147.2,115,39.0,8.1
No,62,1,1,2.75,0,137.3,95,66.5,9.21
No,86,1,0,0.17,2,70.7,125,31.7,10.55
No,44,1,0,0.35,0,204.6,117,56.5,10.26
Yes,111,1,0,0.0,5,123.1,88,40.0,10.7
No,127,1,1,3.29,2,129.7,115,68.9,8.04
No,151,0,0,0.26,0,198.7,70,54.6,10.48
No,53,1,0,0.0,2,145.1,116,45.0,11.69
No,15,1,0,0.0,2,135.2,101,36.0,7.63
No,123,1,1,2.11,1,124.7,105,64.1,12.52
No,137,1,0,0.0,1,215.9,76,50.0,7.27
No,106,1,0,0.0,2,119.2,142,40.0,11.42
No,88,1,0,0.26,3,144.3,116,40.6,7.82
No,106,1,0,0.0,1,235.2,121,59.0,11.03
No,95,1,0,0.13,0,174.0,57,55.3,14.06
Yes,57,0,0,0.0,0,115.0,65,30.0,6.12
No,184,1,0,0.21,2,151.7,93,43.1,8.93
No,109,1,0,0.37,3,153.1,102,49.7,11.71
No,127,1,0,0.27,2,218.6,93,52.7,7.5
No,82,1,0,0.38,2,265.2,122,64.8,8.94
No,180,1,0,0.4,1,143.3,134,44.0,9.03
No,174,1,0,0.21,2,190.3,98,56.1,12.64
Yes,92,1,0,0.0,2,184.7,60,54.0,13.1
No,81,1,0,0.0,1,115.3,99,39.0,11.24
Yes,125,1,0,0.32,2,113.0,108,37.2,8.46
Yes,119,1,0,0.0,0,294.2,100,70.0,11.63
No,122,1,0,0.0,3,215.6,86,51.0,8.39
No,34,1,0,0.0,1,128.8,80,40.0,10.44
Yes,138,0,1,2.89,3,211.2,117,91.9,15.63
No,90,1,1,3.48,1,71.2,82,62.8,9.08
No,73,1,0,0.22,2,94.9,121,40.2,12.66
Yes,19,1,0,0.0,1,259.4,116,68.0,13.49
No,120,1,1,1.86,1,215.8,123,79.6,14.26
No,160,1,0,0.0,3,97.5,113,40.0,13.41
No,141,1,0,0.0,0,146.5,121,40.0,8.5
No,90,1,0,0.32,2,157.9,72,50.2,11.7
No,72,1,0,0.31,2,139.9,117,46.1,11.18
No,117,1,1,3.21,1,153.2,112,81.1,13.17
No,79,0,0,0.31,2,103.5,134,48.1,15.97
No,87,1,0,0.43,1,185.8,119,52.3,9.62
No,102,1,0,0.0,1,129.5,56,53.0,17.71
No,49,1,0,0.15,1,236.6,91,60.5,11.05
No,67,1,0,0.34,6,260.4,107,65.4,10.41
No,107,1,0,0.0,2,167.3,100,43.0,8.2
No,190,1,0,0.17,2,182.2,101,51.7,10.62
No,118,1,0,0.0,2,113.0,80,32.0,7.51
No,120,1,0,0.21,0,185.7,133,54.1,11.76
No,94,1,0,0.0,0,136.2,114,38.0,8.26
No,115,1,1,3.11,1,222.6,81,86.1,9.52
No,61,1,0,0.0,1,197.3,67,57.0,13.23
No,143,1,1,2.08,1,141.4,130,60.8,9.32
No,110,1,0,0.33,1,208.0,69,47.3,4.76
No,104,1,0,0.24,1,118.5,92,38.4,8.89
No,16,1,0,0.0,1,153.2,65,46.0,11.49
No,183,1,0,0.0,0,108.3,87,35.0,9.18
No,147,1,0,0.25,2,168.6,92,47.5,9.39
Yes,58,1,0,0.0,2,247.2,116,68.0,15.19
No,102,0,0,0.0,3,224.2,81,59.0,12.17
No,123,1,0,0.0,3,166.9,98,48.0,11.09
No,64,1,1,2.3,1,118.4,100,56.0,7.21
No,103,1,0,0.0,2,190.9,62,52.0,11.33
Yes,152,1,0,0.0,1,317.8,60,68.0,7.65
Yes,124,1,0,0.0,1,312.0,112,69.0,9.0
No,97,1,0,0.0,1,146.0,121,43.0,10.15
Yes,131,1,0,0.0,1,131.6,95,38.0,8.97
No,57,1,1,3.0,2,193.4,105,83.0,11.58
No,157,1,0,0.0,2,185.1,92,50.0,10.65
No,194,1,0,0.0,0,193.3,106,48.0,8.45
No,66,1,0,0.0,1,146.4,107,42.0,9.83
No,155,1,0,0.0,0,71.2,90,38.0,15.22
Yes,123,1,0,0.0,4,123.2,104,38.0,9.5
No,116,1,0,0.35,2,205.0,90,50.5,7.05
No,63,1,0,0.0,1,128.7,78,43.0,12.04
No,64,1,0,0.0,3,216.9,78,55.0,10.55
No,96,1,0,0.0,3,150.0,122,45.0,10.93
No,53,1,0,0.0,1,164.1,106,46.0,10.3
No,105,1,0,0.17,3,212.0,113,57.7,11.33
No,53,1,1,3.24,2,167.3,99,77.4,9.74
No,101,1,0,0.0,1,154.4,130,45.0,10.86
No,129,1,1,2.51,3,177.3,95,74.1,10.59
Yes,122,1,0,0.0,1,231.2,141,63.0,13.39
No,163,1,0,0.0,5,202.9,100,50.0,8.93
No,93,1,0,0.0,0,149.6,120,43.0,10.04
Yes,115,0,0,0.0,1,345.3,81,76.0,10.17
Yes,25,1,0,0.0,1,264.9,80,69.0,14.06
No,73,1,0,0.0,1,122.0,92,33.0,6.92
No,120,1,0,0.0,2,177.2,88,54.0,13.52
No,196,1,0,0.36,1,133.1,80,44.6,10.33
Yes,97,1,0,0.0,0,225.1,90,63.0,13.98
No,148,1,0,0.0,1,208.4,120,51.0,8.72
No,85,1,1,3.11,1,173.1,107,82.1,12.36
Yes,86,0,0,0.0,2,162.4,131,42.0,8.35
No,78,1,1,1.73,2,281.2,93,80.3,8.91
No,106,1,0,0.0,3,208.3,89,50.0,8.47
No,147,1,1,3.81,2,243.4,126,103.1,13.69
Yes,145,1,0,0.0,1,224.2,89,65.0,15.75
No,91,1,0,0.0,3,189.3,100,53.0,11.97
No,81,1,1,1.81,4,168.3,124,70.1,13.55
No,116,1,1,2.89,1,232.9,90,81.9,7.61
No,69,1,1,1.59,1,155.0,98,54.9,7.12
No,135,1,0,0.0,0,154.4,130,44.0,10.19
No,73,1,0,0.0,2,234.7,102,57.0,9.79
No,48,1,0,0.0,1,240.0,88,53.0,7.05
Yes,125,0,0,0.3,0,298.4,78,77.0,13.53
No,100,1,0,0.0,1,166.0,102,49.0,11.81
No,165,1,1,4.32,0,111.6,140,81.2,10.67
No,64,1,0,0.0,2,174.5,98,45.0,9.01
No,116,0,1,1.86,1,175.5,137,66.6,10.53
Yes,147,0,1,3.0,3,157.5,109,73.0,9.48
No,115,1,0,0.0,1,206.2,113,51.0,8.82
No,84,1,1,2.03,4,207.5,138,73.3,10.05
No,86,1,1,3.13,4,144.8,105,74.3,10.31
No,134,1,0,0.0,2,258.8,85,56.0,6.48
Yes,105,1,0,0.0,0,226.9,106,55.0,9.11
No,88,1,0,0.0,2,152.9,119,41.0,8.56
No,90,1,1,3.4,2,156.7,51,81.0,11.83
No,86,1,0,0.0,1,150.8,85,51.0,14.8
No,37,1,0,0.3,4,221.0,126,58.0,10.23
Yes,141,1,1,1.81,1,322.4,92,97.1,14.16
No,148,1,0,0.0,2,153.6,148,49.0,13.11
No,163,1,1,3.35,2,215.1,91,82.5,6.95
No,89,1,1,3.19,1,174.4,108,78.9,9.84
No,63,1,0,0.19,0,180.5,126,52.9,11.5
No,102,1,0,0.0,2,123.1,106,37.0,9.1
No,76,1,0,0.21,1,165.7,94,53.1,12.87
No,104,1,0,0.0,2,200.2,92,45.0,5.94
No,109,1,0,0.0,3,154.8,82,51.0,14.39
No,105,1,0,0.28,2,125.4,116,46.8,13.08
No,63,1,1,3.29,1,184.2,111,90.9,15.63
No,105,1,1,2.92,3,274.7,99,93.2,9.68
No,68,0,1,3.05,1,142.0,140,75.5,12.08
No,63,0,1,2.7,1,151.5,99,66.0,7.39
No,74,1,0,0.0,3,124.8,114,33.0,6.65
No,76,1,0,0.35,0,179.2,85,53.5,11.15
Yes,91,0,0,0.0,2,246.4,110,58.0,9.1
No,101,1,0,0.0,5,232.7,114,56.0,9.32
Yes,116,1,0,0.0,0,288.0,120,71.0,12.79
No,131,1,1,3.43,1,170.8,145,84.3,11.84
No,84,1,0,0.0,1,216.1,114,54.0,9.88
No,104,1,0,0.0,2,138.7,100,42.0,10.77
No,108,1,0,0.21,3,210.7,112,59.1,11.94
No,111,1,0,0.33,0,181.8,117,48.3,7.91
No,155,1,1,3.35,1,61.6,103,66.5,12.76
No,66,1,0,0.0,1,207.7,85,53.0,9.84
No,64,1,0,0.4,1,219.2,73,56.0,8.35
No,69,1,0,0.3,2,227.0,122,64.0,12.94
No,116,1,0,0.0,3,245.9,73,63.0,12.01
No,101,1,0,0.0,0,257.3,84,60.0,9.24
No,15,1,0,0.0,2,121.1,130,39.0,10.8
Yes,88,1,0,0.39,4,301.5,136,77.9,12.89
No,197,1,0,0.0,0,233.9,96,59.0,10.95
Yes,50,0,0,0.34,2,99.6,108,47.4,15.44
No,172,1,0,0.0,2,169.8,123,45.0,9.16
Yes,188,0,1,3.89,1,198.8,115,86.9,8.33
No,85,0,0,0.0,3,116.2,86,40.0,11.49
Yes,103,0,0,0.0,1,255.9,128,56.0,7.05
No,136,1,1,2.7,3,187.7,84,78.0,11.05
No,155,1,1,2.32,0,195.9,91,75.2,10.7
No,145,1,0,0.0,2,129.4,97,38.0,9.27
No,116,1,1,2.43,2,221.0,108,75.3,7.55
No,152,1,0,0.0,2,140.5,92,40.0,9.34
Yes,65,0,0,0.31,0,277.9,123,64.1,7.79
Yes,180,1,0,0.0,3,224.9,105,60.0,12.5
No,67,1,0,0.0,0,109.1,117,38.0,10.87
No,60,1,0,0.0,0,207.8,109,46.0,6.18
No,138,1,0,0.0,0,205.9,96,57.0,12.86
Yes,44,1,0,0.34,4,308.6,139,69.4,7.54
No,25,1,0,0.33,2,242.6,69,63.3,10.45
No,145,1,0,0.0,1,229.6,82,51.0,6.91
No,122,1,1,2.08,2,166.0,62,69.8,11.7
Yes,121,1,0,0.21,0,144.8,126,44.1,10.03
No,55,0,0,0.0,0,106.1,77,29.0,6.18
No,77,1,0,0.0,1,221.8,84,52.0,8.3
No,12,1,0,0.0,2,204.6,98,53.0,10.63
No,64,1,0,0.31,3,213.5,93,54.1,8.33
No,92,1,1,2.7,2,152.0,95,77.0,13.75
Yes,125,0,1,4.59,1,260.8,81,104.9,8.19
No,160,1,0,0.0,1,166.4,117,56.0,15.85
No,79,1,0,0.0,0,177.9,83,45.0,8.37
No,36,1,0,0.0,3,235.1,97,57.0,9.84
No,102,1,0,0.0,2,186.8,92,47.0,8.69
No,138,0,0,0.0,1,268.4,81,61.0,8.72
No,164,1,0,0.0,3,192.1,95,54.0,12.49
Yes,125,1,0,0.0,0,240.7,82,64.0,13.47
No,72,1,0,0.28,2,179.9,113,46.8,7.49
Yes,74,1,0,0.0,3,314.1,86,73.0,11.12
No,134,1,1,3.21,0,162.0,82,88.1,16.24
No,145,1,0,0.0,1,175.8,89,54.0,13.72
No,136,1,0,0.0,0,109.4,91,37.0,10.38
Yes,209,1,0,0.0,3,255.1,124,63.0,11.53
No,66,0,0,0.28,3,208.7,84,53.8,8.67
No,152,1,1,2.13,1,214.6,108,66.3,4.83
No,162,1,0,0.0,1,49.2,121,21.0,7.2
No,72,1,0,0.2,2,141.3,133,38.0,6.75
No,101,1,0,0.37,4,253.2,89,67.7,11.9
No,125,1,0,0.0,0,206.0,128,52.0,9.91
No,46,1,0,0.0,2,40.4,105,22.0,8.62
Yes,132,1,0,0.0,1,291.2,104,70.0,11.71
No,193,1,1,3.16,0,71.2,58,54.6,6.24
Yes,63,1,0,0.0,0,261.8,69,66.0,12.25
No,124,1,0,0.0,1,191.3,134,55.0,13.08
No,144,1,0,0.0,0,133.3,101,45.0,12.78
No,116,1,1,1.62,2,183.6,138,65.2,10.19
No,189,1,1,4.16,1,155.2,116,84.6,9.78
No,97,1,1,1.65,1,283.1,93,80.5,9.27
No,137,1,1,3.27,2,186.5,94,79.7,8.9
No,142,1,1,1.16,0,163.3,104,51.6,6.8
No,84,1,0,0.0,1,203.4,125,51.0,9.15
No,119,1,1,2.7,1,178.1,110,76.0,10.64
No,158,1,0,0.0,1,195.9,103,41.0,4.46
No,50,1,0,0.29,1,295.3,127,64.9,6.37
No,98,1,0,0.39,2,136.1,82,40.9,7.82
No,101,1,1,3.51,2,114.1,95,69.1,8.08
Yes,182,1,0,0.0,2,279.1,124,63.0,9.03
No,51,1,0,0.0,0,169.3,111,41.0,6.98
No,117,1,0,0.26,2,214.4,94,51.6,6.9
No,92,0,0,0.0,0,255.8,125,56.0,7.14
No,86,1,0,0.3,2,148.2,71,53.0,14.26
No,122,1,0,0.0,2,119.3,93,40.0,11.2
No,156,1,1,4.0,1,192.3,137,90.0,10.0
Yes,127,1,0,0.0,0,245.2,91,61.0,10.86
Yes,130,0,0,0.0,5,216.2,106,68.0,18.19
No,158,1,0,0.0,2,172.4,114,52.0,12.83
No,145,0,1,3.0,1,175.3,107,73.0,7.67
Yes,90,0,1,3.59,0,169.0,104,80.9,9.44
No,127,1,1,2.48,3,2.6,113,47.8,12.7
No,109,1,0,0.0,1,184.1,143,50.0,10.59
No,88,1,0,0.27,1,181.9,90,46.7,7.58
No,101,1,1,2.92,0,160.1,116,75.2,10.5
No,171,1,0,0.25,0,189.8,122,50.5,8.69
No,21,1,0,0.0,1,223.2,142,57.0,10.83
No,145,1,1,2.89,2,216.0,94,84.9,11.26
No,90,1,0,0.28,2,198.5,124,59.8,13.33
No,33,1,0,0.21,1,159.5,115,46.1,9.77
Yes,61,1,1,2.75,2,105.0,78,61.5,9.03
No,107,1,0,0.32,3,204.5,108,52.2,8.12
Yes,147,1,0,0.0,0,274.0,92,67.0,11.59
No,117,1,0,0.0,2,158.7,84,43.0,9.09
No,95,1,0,0.0,1,229.9,116,57.0,10.12
No,186,1,0,0.0,1,137.8,97,40.0,9.39
No,128,1,0,0.0,0,179.4,94,54.0,13.52
No,55,1,1,2.19,3,139.3,101,60.9,8.92
No,134,1,0,0.0,2,7.8,86,16.0,8.57
No,96,1,1,3.05,1,183.1,88,74.5,7.37
No,107,1,0,0.35,0,206.9,79,61.5,13.12
No,123,1,0,0.0,2,140.0,106,37.0,7.69
No,35,1,0,0.0,2,179.2,59,55.0,14.17
No,74,1,0,0.0,0,177.4,136,51.0,12.02
No,130,1,0,0.23,1,115.6,129,36.3,8.39
Yes,137,0,0,0.0,0,237.3,103,56.0,8.84
No,88,1,0,0.31,1,181.5,116,50.1,9.35
No,80,1,0,0.0,3,51.5,90,23.0,8.2
No,116,1,1,2.21,3,155.7,104,65.1,9.27
No,123,1,1,4.02,2,245.0,88,105.2,13.25
No,120,1,0,0.0,1,131.7,99,37.0,8.16
No,146,0,0,0.0,1,111.1,126,46.0,15.67
No,106,1,1,2.21,3,88.5,100,65.1,16.24
No,121,1,1,3.24,1,116.0,85,65.4,7.51
No,137,1,0,0.23,1,155.5,81,40.3,6.66
No,84,1,1,1.54,2,106.5,65,53.4,11.29
No,67,1,1,3.56,1,175.2,68,82.6,9.96
Yes,161,1,0,0.0,4,154.7,84,42.0,8.89
Yes,134,1,1,1.65,2,247.2,105,78.5,11.28
Yes,62,0,1,3.56,0,218.4,93,93.6,11.84
No,120,1,1,2.43,1,227.5,81,83.3,11.75
No,130,1,1,2.0,0,185.0,117,73.0,12.48
No,20,1,0,0.0,2,186.8,89,54.0,12.67
No,68,1,0,0.0,1,158.8,119,45.0,10.59
No,112,1,0,0.0,0,208.7,150,54.0,10.64
No,77,1,0,0.0,3,185.9,95,50.0,10.6
No,109,1,0,0.0,2,222.5,74,53.0,8.49
No,108,1,0,0.0,3,201.1,101,49.0,8.54
No,79,1,1,2.46,1,167.9,114,74.6,12.19
Yes,119,1,0,0.21,3,239.1,88,64.1,12.18
Yes,38,1,0,0.42,5,175.7,109,52.2,10.59
Yes,109,1,1,2.43,6,111.2,90,66.3,13.18
No,78,1,0,0.0,1,87.7,74,34.0,10.74
No,134,1,0,0.0,0,244.1,99,63.0,12.35
No,47,1,1,2.08,2,165.0,89,59.8,6.37
No,59,1,1,2.46,0,127.4,110,55.6,5.17
No,151,1,0,0.0,0,194.8,106,58.0,14.64
No,129,1,0,0.0,1,54.7,131,32.0,12.81
No,107,1,1,3.89,2,283.4,104,106.9,11.21
Yes,137,0,0,0.21,0,258.0,112,67.1,12.33
No,76,1,0,0.38,1,90.5,142,37.8,10.59
No,24,1,0,0.0,0,235.6,132,50.0,5.8
No,169,1,0,0.0,2,142.5,82,44.0,11.57
No,30,1,0,0.0,1,54.0,68,25.0,8.97
No,70,1,0,0.0,3,214.8,87,48.0,6.55
Yes,52,0,0,0.0,0,251.4,118,60.0,9.83
No,3,1,0,0.0,4,139.0,99,45.0,12.54
No,38,1,0,0.0,2,117.3,114,38.0,10.44
No,104,1,0,0.0,3,264.0,108,57.0,6.61
No,27,1,0,0.0,1,82.6,105,32.0,10.2
No,166,0,1,3.08,1,175.8,126,82.8,12.68
No,13,1,0,0.0,2,220.4,100,56.0,10.56
No,52,1,0,0.0,2,217.0,104,50.0,7.62
No,114,1,1,3.13,1,129.0,77,78.3,14.5
No,156,1,0,0.42,1,150.5,106,43.2,7.65
No,90,1,1,3.0,0,193.3,66,86.0,13.17
No,62,1,0,0.0,2,189.5,122,42.0,5.19
No,82,1,1,2.97,2,137.8,95,73.7,11.78
No,52,1,0,0.0,3,129.3,80,35.0,7.14
No,146,1,0,0.0,1,115.6,77,38.0,10.68
No,120,1,1,1.94,2,221.9,114,79.4,12.74
Yes,130,1,0,0.0,1,263.7,113,61.0,9.33
No,90,1,0,0.24,1,61.3,91,29.4,9.72
No,147,0,0,0.0,1,183.8,113,46.0,8.24
Yes,159,1,0,0.0,0,167.4,68,41.0,7.19
No,74,1,1,3.56,4,154.1,122,78.6,9.77
No,130,1,0,0.32,0,252.0,101,61.2,8.51
No,155,0,0,0.0,0,163.1,94,53.0,14.59
No,87,1,0,0.0,2,198.3,80,50.0,9.35
Yes,81,1,0,0.0,0,324.7,48,76.0,11.82
No,99,1,0,0.0,2,128.3,78,41.0,10.77
No,131,1,0,0.0,2,187.9,110,49.0,10.03
Yes,89,1,0,0.0,5,129.2,71,41.0,10.71
Yes,123,0,0,0.0,4,125.5,106,33.0,6.45
No,130,1,1,3.4,1,257.2,108,97.0,11.22
No,99,1,0,0.0,1,124.6,90,34.0,7.32
No,36,1,0,0.0,1,175.1,144,49.0,10.85
No,87,1,0,0.0,3,124.3,91,36.0,8.67
No,139,1,0,0.0,2,271.6,130,60.0,7.8
No,189,1,0,0.0,1,219.9,80,50.0,7.17
No,96,1,1,2.81,3,183.3,115,77.1,10.07
No,112,1,0,0.0,2,101.1,119,36.0,10.72
No,75,1,0,0.0,1,203.3,70,55.0,11.45
No,178,1,1,2.84,2,175.4,88,74.4,9.5
Yes,112,1,0,0.28,2,266.0,97,66.8,10.73
No,108,1,1,2.92,0,171.6,110,70.2,6.81
No,100,1,0,0.0,0,78.7,98,33.0,11.28
No,121,1,1,2.54,0,211.9,110,80.4,10.76
No,116,1,0,0.16,1,63.7,101,29.6,9.79
No,161,1,0,0.0,1,173.4,100,48.0,10.69
No,19,0,0,0.0,0,237.7,98,59.0,10.36
No,104,1,0,0.0,1,225.9,123,53.0,8.14
No,119,0,1,3.29,0,173.0,101,80.9,10.47
No,125,1,0,0.0,0,224.9,102,51.0,7.19
No,156,1,0,0.0,1,237.7,122,56.0,9.08
No,109,1,0,0.0,2,137.0,128,42.0,10.85
No,95,1,0,0.0,2,142.5,109,40.0,8.81
No,90,1,0,0.0,1,142.4,126,35.0,6.31
No,105,1,1,2.35,2,147.0,112,65.5,9.87
No,101,1,0,0.0,1,220.3,124,54.0,9.43
No,95,1,0,0.0,1,149.2,96,48.0,13.04
No,123,1,0,0.24,0,204.4,88,49.4,6.88
No,160,1,0,0.17,1,216.8,77,56.7,10.37
No,141,1,1,2.0,1,308.0,123,94.0,12.39
No,87,1,0,0.0,0,58.0,125,16.0,3.38
No,81,1,0,0.0,2,173.2,80,50.0,11.81
No,75,1,1,3.54,4,210.3,90,92.4,12.09
No,126,1,1,3.27,0,58.9,125,68.7,15.28
No,28,1,0,0.0,3,236.8,102,55.0,8.36
No,153,1,0,0.33,0,228.9,102,56.3,8.04
Yes,97,1,1,2.32,2,90.0,87,62.2,13.82
No,115,1,0,0.0,2,146.7,128,34.0,5.31
No,95,1,0,0.0,1,237.3,83,54.0,7.7
Yes,17,0,0,0.36,0,162.8,118,51.6,11.48
No,105,1,1,2.4,1,186.9,114,78.0,12.82
No,121,1,0,0.0,2,86.1,100,37.0,12.99
No,125,1,0,0.0,2,212.3,89,55.0,10.77
No,124,1,0,0.0,2,151.0,98,36.0,6.03
No,35,1,0,0.0,2,158.6,67,39.0,6.52
Yes,134,1,0,0.0,0,296.0,93,70.0,11.32
No,123,1,1,1.78,3,212.3,77,75.8,12.58
No,124,1,0,0.0,3,234.4,61,56.0,8.97
No,133,1,0,0.0,2,176.8,92,46.0,9.38
No,185,1,1,2.59,0,157.3,123,74.9,12.89
No,1,1,1,2.7,1,146.6,68,67.0,8.64
No,107,1,0,0.0,1,260.5,108,53.0,5.12
No,91,1,1,1.67,1,146.1,98,65.7,13.87
Yes,178,0,0,0.0,2,124.5,134,34.0,7.06
No,123,1,0,0.2,1,209.4,49,58.0,11.87
Yes,170,1,0,0.0,1,285.7,44,63.0,8.38
No,135,1,0,0.0,1,190.9,44,47.0,8.07
No,85,1,0,0.0,1,144.4,88,48.0,13.23
No,134,1,1,3.0,2,208.8,130,77.0,6.65
No,148,1,1,2.94,1,77.6,141,60.4,10.35
Yes,93,1,0,0.24,1,271.1,101,69.4,11.87
No,138,1,0,0.0,0,240.8,104,54.0,7.23
No,159,1,0,0.0,0,114.8,98,36.0,9.63
No,103,1,1,3.19,1,138.8,80,67.9,7.1
No,150,1,1,1.94,0,209.8,112,68.4,7.75
No,37,1,0,0.32,3,134.9,98,48.2,12.42
No,33,0,0,0.0,0,164.0,99,41.0,7.66
No,55,1,0,0.0,1,245.5,130,59.0,9.64
No,134,1,1,4.48,0,80.3,94,75.8,10.0
No,107,1,0,0.0,2,90.7,90,34.0,10.38
No,80,1,1,1.03,1,190.3,115,65.3,12.83
Yes,78,1,0,0.0,1,108.6,108,37.0,10.5
Yes,85,1,1,2.51,4,89.8,88,61.1,11.66
No,61,1,1,2.7,2,252.4,106,86.0,9.39
No,97,1,1,1.81,5,183.4,94,73.1,13.46
No,136,0,0,0.0,2,183.4,103,44.0,7.1
No,135,1,0,0.32,3,155.2,100,41.2,6.8
No,87,1,1,0.0,1,165.8,122,45.0,9.35
No,165,1,0,0.0,0,209.4,67,59.0,13.69
Yes,148,1,0,0.0,2,279.3,104,65.0,10.08
No,99,1,0,0.0,2,174.1,102,39.0,4.96
No,123,1,0,0.0,2,175.7,78,46.0,9.23
No,127,0,0,0.3,1,256.5,87,66.0,11.11
No,151,1,0,0.0,0,170.2,89,45.0,9.38
No,185,1,0,0.19,1,139.6,92,46.9,12.51
No,65,1,1,3.38,4,208.8,119,81.8,7.11
No,58,1,0,0.0,4,210.1,126,57.0,12.45
No,104,1,0,0.3,2,113.6,87,36.0,7.93
No,44,1,0,0.0,0,202.6,89,49.0,8.15
No,58,1,0,0.0,4,174.4,112,53.0,13.29
No,108,1,0,0.0,0,210.6,117,50.0,8.21
No,132,1,0,0.0,1,121.5,88,43.0,12.65
No,80,1,0,0.35,2,127.8,67,41.5,9.08
No,162,1,0,0.0,2,135.2,98,44.0,12.1
No,110,1,0,0.0,2,99.4,62,41.0,13.75
Yes,96,1,0,0.0,1,276.9,105,69.0,12.35
Yes,168,1,0,0.0,2,163.4,134,49.0,12.01
Yes,72,1,0,0.0,4,287.4,116,69.0,11.77
No,125,1,1,2.75,1,120.5,104,67.5,11.39
No,170,1,0,0.0,2,184.1,106,49.0,10.25
No,71,1,0,0.32,3,185.0,84,55.2,11.63
No,124,1,0,0.0,1,160.9,109,40.0,7.21
No,68,1,0,0.0,2,207.6,68,57.0,12.58
No,97,1,0,0.0,1,209.2,134,36.0,0.0
No,98,0,0,0.0,1,158.4,71,53.0,15.33
Yes,24,1,0,0.0,2,149.0,73,37.0,6.55
No,136,1,0,0.16,0,204.5,63,54.6,10.44
Yes,44,1,0,0.0,0,288.8,86,65.0,8.8
No,96,1,1,3.62,0,108.6,90,72.2,10.32
No,31,1,0,0.19,1,97.5,129,40.9,13.02
No,72,1,0,0.0,0,166.5,102,51.0,13.05
No,24,1,0,0.0,1,156.2,104,35.0,4.5
No,112,1,1,3.11,4,225.2,89,92.1,12.84
Yes,117,0,0,0.0,1,287.4,118,71.0,12.98
No,137,1,1,2.11,0,175.3,96,72.1,12.07
No,136,1,0,0.0,0,102.1,75,37.0,10.98
No,95,1,0,0.0,0,157.9,103,49.0,12.98
No,82,1,1,1.11,1,146.5,73,57.1,12.32
Yes,145,1,0,0.0,1,245.8,116,67.0,14.34
No,56,0,0,0.0,1,177.7,114,49.0,10.78
No,155,0,0,0.0,2,250.8,146,56.0,7.63
